sample,user,multiplier,expected_result,result
data/vox1/Drew_Carey/test_positive/Drew_Carey_file7.wav,Drew_Carey,1.0,True,True
data/vox1/Drew_Carey/test_positive/Drew_Carey_file46.wav,Drew_Carey,1.0,True,True
data/vox1/Drew_Carey/test_positive/Drew_Carey_file48.wav,Drew_Carey,1.0,True,True
data/vox1/Drew_Carey/test_positive/Drew_Carey_file55.wav,Drew_Carey,1.0,True,True
data/vox1/Drew_Carey/test_positive/Drew_Carey_file40.wav,Drew_Carey,0.04,True,True
data/vox1/Leslie_Mann/test_positive/Leslie_Mann_file5.wav,Leslie_Mann,25.0,True,False
data/vox1/Leslie_Mann/test_positive/Leslie_Mann_file64.wav,Leslie_Mann,25.0,True,False
data/vox1/Leslie_Mann/test_positive/Leslie_Mann_file42.wav,Leslie_Mann,1.0,True,True
data/vox1/Leslie_Mann/test_positive/Leslie_Mann_file15.wav,Leslie_Mann,25.0,True,False
data/vox1/Leslie_Mann/test_positive/Leslie_Mann_file17.wav,Leslie_Mann,1.0,True,True
data/vox1/Lin_Shaye/test_positive/Lin_Shaye_file55.wav,Lin_Shaye,0.04,True,True
data/vox1/Lin_Shaye/test_positive/Lin_Shaye_file66.wav,Lin_Shaye,1.0,True,True
data/vox1/Lin_Shaye/test_positive/Lin_Shaye_file3.wav,Lin_Shaye,1.0,True,True
data/vox1/Lin_Shaye/test_positive/Lin_Shaye_file35.wav,Lin_Shaye,0.04,True,True
data/vox1/Lin_Shaye/test_positive/Lin_Shaye_file64.wav,Lin_Shaye,0.04,True,True
data/vox1/Jorge_Garcia/test_positive/Jorge_Garcia_file26.wav,Jorge_Garcia,25.0,True,False
data/vox1/Jorge_Garcia/test_positive/Jorge_Garcia_file35.wav,Jorge_Garcia,0.04,True,True
data/vox1/Jorge_Garcia/test_positive/Jorge_Garcia_file22.wav,Jorge_Garcia,25.0,True,True
data/vox1/Jorge_Garcia/test_positive/Jorge_Garcia_file3.wav,Jorge_Garcia,25.0,True,True
data/vox1/Jorge_Garcia/test_positive/Jorge_Garcia_file31.wav,Jorge_Garcia,25.0,True,False
data/vox1/Alan_Alda/test_positive/Alan_Alda_file79.wav,Alan_Alda,1.0,True,True
data/vox1/Alan_Alda/test_positive/Alan_Alda_file582.wav,Alan_Alda,1.0,True,True
data/vox1/Alan_Alda/test_positive/Alan_Alda_file580.wav,Alan_Alda,0.04,True,True
data/vox1/Alan_Alda/test_positive/Alan_Alda_file502.wav,Alan_Alda,1.0,True,True
data/vox1/Alan_Alda/test_positive/Alan_Alda_file410.wav,Alan_Alda,0.04,True,True
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file3.wav,Michael_Weatherly,0.04,True,True
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file11.wav,Michael_Weatherly,25.0,True,False
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file42.wav,Michael_Weatherly,0.04,True,True
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file33.wav,Michael_Weatherly,25.0,True,False
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file26.wav,Michael_Weatherly,1.0,True,True
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file39.wav,Jennifer_Esposito,0.04,True,True
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file46.wav,Jennifer_Esposito,1.0,True,True
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file44.wav,Jennifer_Esposito,25.0,True,False
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file5.wav,Jennifer_Esposito,1.0,True,True
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file17.wav,Jennifer_Esposito,25.0,True,False
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file42.wav,Sendhil_Ramamurthy,0.04,True,True
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file15.wav,Sendhil_Ramamurthy,25.0,True,False
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file33.wav,Sendhil_Ramamurthy,25.0,True,False
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file20.wav,Sendhil_Ramamurthy,25.0,True,False
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file48.wav,Sendhil_Ramamurthy,1.0,True,True
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file188.wav,Jeremy_Piven,0.04,True,True
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file111.wav,Jeremy_Piven,0.04,True,True
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file39.wav,Jeremy_Piven,0.04,True,True
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file115.wav,Jeremy_Piven,25.0,True,False
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file60.wav,Jeremy_Piven,0.04,True,True
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file37.wav,Cheryl_Ladd,25.0,True,False
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file3.wav,Cheryl_Ladd,1.0,True,True
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file20.wav,Cheryl_Ladd,0.04,True,True
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file51.wav,Cheryl_Ladd,0.04,True,True
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file62.wav,Cheryl_Ladd,1.0,True,True
data/vox1/Matt_Smith/test_positive/Matt_Smith_file51.wav,Matt_Smith,0.04,True,True
data/vox1/Matt_Smith/test_positive/Matt_Smith_file48.wav,Matt_Smith,25.0,True,False
data/vox1/Matt_Smith/test_positive/Matt_Smith_file75.wav,Matt_Smith,1.0,True,True
data/vox1/Matt_Smith/test_positive/Matt_Smith_file39.wav,Matt_Smith,1.0,True,True
data/vox1/Matt_Smith/test_positive/Matt_Smith_file57.wav,Matt_Smith,25.0,True,True
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file4.wav,Josh_Radnor,0.04,True,True
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file81.wav,Josh_Radnor,0.04,True,True
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file50.wav,Josh_Radnor,0.04,True,True
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file65.wav,Josh_Radnor,25.0,True,True
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file100.wav,Josh_Radnor,1.0,True,True
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file8.wav,Sienna_Guillory,1.0,True,True
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file100.wav,Sienna_Guillory,25.0,True,False
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file50.wav,Sienna_Guillory,0.04,True,True
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file36.wav,Sienna_Guillory,1.0,True,True
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file54.wav,Sienna_Guillory,0.04,True,True
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file15.wav,Ryan_Ochoa,0.04,True,True
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file57.wav,Ryan_Ochoa,1.0,True,True
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file35.wav,Ryan_Ochoa,25.0,True,False
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file19.wav,Ryan_Ochoa,1.0,True,True
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file46.wav,Ryan_Ochoa,25.0,True,False
data/vox1/Stan_Lee/test_positive/Stan_Lee_file60.wav,Stan_Lee,25.0,True,False
data/vox1/Stan_Lee/test_positive/Stan_Lee_file144.wav,Stan_Lee,25.0,True,False
data/vox1/Stan_Lee/test_positive/Stan_Lee_file75.wav,Stan_Lee,25.0,True,True
data/vox1/Stan_Lee/test_positive/Stan_Lee_file46.wav,Stan_Lee,1.0,True,True
data/vox1/Stan_Lee/test_positive/Stan_Lee_file104.wav,Stan_Lee,0.04,True,True
data/vox1/Cher/test_positive/Cher_file199.wav,Cher,25.0,True,False
data/vox1/Cher/test_positive/Cher_file142.wav,Cher,25.0,True,False
data/vox1/Cher/test_positive/Cher_file104.wav,Cher,0.04,True,True
data/vox1/Cher/test_positive/Cher_file175.wav,Cher,25.0,True,True
data/vox1/Cher/test_positive/Cher_file234.wav,Cher,0.04,True,True
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file13.wav,Sean_Kanan,1.0,True,True
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file80.wav,Sean_Kanan,0.04,True,True
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file26.wav,Sean_Kanan,25.0,True,False
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file64.wav,Sean_Kanan,25.0,True,False
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file20.wav,Sean_Kanan,25.0,True,True
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file128.wav,Dove_Cameron,0.04,True,True
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file63.wav,Dove_Cameron,0.04,True,True
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file1.wav,Dove_Cameron,0.04,True,True
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file65.wav,Dove_Cameron,1.0,True,True
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file137.wav,Dove_Cameron,25.0,True,False
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file77.wav,Dawn_Wells,25.0,True,False
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file68.wav,Dawn_Wells,0.04,True,True
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file37.wav,Dawn_Wells,25.0,True,False
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file17.wav,Dawn_Wells,1.0,True,True
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file84.wav,Dawn_Wells,25.0,True,False
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file94.wav,Jasmine_Guy,0.04,True,True
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file8.wav,Jasmine_Guy,1.0,True,True
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file92.wav,Jasmine_Guy,1.0,True,True
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file72.wav,Jasmine_Guy,1.0,True,True
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file52.wav,Jasmine_Guy,0.04,True,True
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file15.wav,Rob_Corddry,0.04,True,True
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file24.wav,Rob_Corddry,1.0,True,True
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file17.wav,Rob_Corddry,1.0,True,True
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file22.wav,Rob_Corddry,25.0,True,False
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file19.wav,Rob_Corddry,25.0,True,False
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file60.wav,Scott_Bakula,1.0,True,True
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file51.wav,Scott_Bakula,0.04,True,True
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file40.wav,Scott_Bakula,25.0,True,False
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file37.wav,Scott_Bakula,0.04,True,True
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file5.wav,Scott_Bakula,0.04,True,True
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file1.wav,Kristen_Bell,25.0,True,False
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file24.wav,Kristen_Bell,0.04,True,True
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file59.wav,Kristen_Bell,0.04,True,True
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file60.wav,Kristen_Bell,1.0,True,True
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file122.wav,Kristen_Bell,1.0,True,True
data/vox1/Olivia_Thirlby/test_positive/Olivia_Thirlby_file46.wav,Peter_Jacobson,0.04,False,False
data/vox1/Olivia_Thirlby/test_positive/Olivia_Thirlby_file1.wav,Peter_Jacobson,1.0,False,False
data/vox1/Olivia_Thirlby/test_positive/Olivia_Thirlby_file59.wav,Peter_Jacobson,0.04,False,False
data/vox1/Olivia_Thirlby/test_positive/Olivia_Thirlby_file82.wav,Peter_Jacobson,1.0,False,False
data/vox1/Olivia_Thirlby/test_positive/Olivia_Thirlby_file40.wav,Peter_Jacobson,0.04,False,False
data/vox1/Michael_Mando/test_positive/Michael_Mando_file22.wav,Chris_Lowell,25.0,False,False
data/vox1/Michael_Mando/test_positive/Michael_Mando_file42.wav,Chris_Lowell,0.04,False,False
data/vox1/Michael_Mando/test_positive/Michael_Mando_file5.wav,Chris_Lowell,1.0,False,False
data/vox1/Michael_Mando/test_positive/Michael_Mando_file31.wav,Chris_Lowell,1.0,False,True
data/vox1/Michael_Mando/test_positive/Michael_Mando_file44.wav,Chris_Lowell,1.0,False,False
data/vox1/Amitabh_Bachchan/test_positive/Amitabh_Bachchan_file76.wav,Miranda_Hart,0.04,False,False
data/vox1/Amitabh_Bachchan/test_positive/Amitabh_Bachchan_file168.wav,Miranda_Hart,0.04,False,False
data/vox1/Amitabh_Bachchan/test_positive/Amitabh_Bachchan_file106.wav,Miranda_Hart,25.0,False,False
